ID,bl41,C8166,CEM A 301,CEM SS,CEM X 174,DAUDI,HSB2,HT1080,IMR90,JURKAT E6.1,Jurkat tag,MT4,RAJI,RAMOS,WI38,gene_names
ENSG00000168158,0,0,0,0,0,2,0,0,1,2,5,0,0,1,1,OR2C1
ENSG00000168159,521,447,37,1231,136,1044,1053,465,1357,1759,1673,1065,1240,702,1126,RNF187
ENSG00000168172,1701,252,20,636,238,544,1123,790,3525,1990,658,1331,914,1147,4137,HOOK3
ENSG00000168175,1435,638,41,920,326,838,1058,456,1836,2596,1625,2228,1492,942,2467,MAPK1IP1L
ENSG00000168209,814,2133,87,4348,420,98,10640,613,726,1675,893,1935,3061,109,409,DDIT4
ENSG00000168214,1612,3771,23,1063,272,938,1795,976,6274,3257,2185,1450,2189,1166,7672,RBPJ
ENSG00000168216,359,147,5,278,52,245,246,126,527,412,409,182,480,259,532,LMBRD1
ENSG00000168228,225,210,7,258,50,280,219,182,376,594,496,319,298,186,267,ZCCHC4
ENSG00000168229,0,0,0,1,0,0,13,1,0,2,0,1,0,0,1,PTGDR
ENSG00000168234,403,180,9,110,202,364,566,312,559,765,460,511,66,597,828,TTC39C
ENSG00000168237,180,145,4,317,12,368,202,130,231,279,277,473,212,173,193,GLYCTK
ENSG00000168243,0,0,0,0,0,0,230,7,9,235,12,10,0,0,1,GNG4
ENSG00000168246,233,263,6,352,190,231,1082,175,1279,1026,254,559,464,304,950,UBTD2
ENSG00000168255,409,12,0,60,8,276,63,74,134,169,84,75,135,88,116,POLR2J3-UPK3BL2
ENSG00000168256,578,304,9,588,58,362,523,224,958,878,820,283,580,288,826,NKIRAS2
ENSG00000168259,1661,1459,46,1603,362,1054,1614,915,2385,2316,2593,1007,2174,1103,2057,DNAJC7
ENSG00000168263,33,2,0,27,3,98,14,15,14,63,32,59,78,50,32,KCNV2
ENSG00000168264,603,427,35,734,294,10,1880,922,2051,2748,2366,997,2183,205,1439,IRF2BP2
ENSG00000168267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PTF1A
ENSG00000168268,787,336,14,506,91,495,338,152,1572,1073,580,515,612,397,1339,NT5DC2
ENSG00000168269,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,FOXI1
ENSG00000168273,312,216,5,479,28,278,315,93,404,282,311,318,544,302,254,SMIM4
ENSG00000168275,250,486,3,288,80,201,280,129,459,401,718,214,629,262,113,COA6
ENSG00000168280,0,57,0,3,13,12,227,86,2,46,25,316,7,1,1,KIF5C
ENSG00000168282,1137,561,17,1298,170,801,1209,328,3080,1459,1591,882,1738,634,1809,MGAT2
ENSG00000168283,519,279,13,483,108,70,513,216,522,1036,1089,464,418,80,329,BMI1
ENSG00000168286,231,280,11,477,31,452,566,164,501,926,1068,518,691,281,394,THAP11
ENSG00000168288,707,1887,37,1447,240,1206,1371,814,3102,1998,3359,1361,1929,931,1869,MMADHC
ENSG00000168291,1006,1015,57,1662,255,1178,1521,560,2507,1449,2434,966,2208,614,1568,PDHB
ENSG00000168297,767,168,21,522,37,1004,478,491,1006,963,906,316,1857,1433,1941,PXK
ENSG00000168298,3258,5777,536,7005,2459,3833,3052,2073,2732,10106,6778,12404,8219,5193,1363,H1-4
ENSG00000168300,458,171,10,394,116,261,1103,431,1280,1389,840,931,805,395,1009,PCMTD1
ENSG00000168301,174,40,2,50,10,144,68,43,169,155,62,123,119,70,146,KCTD6
ENSG00000168303,474,304,8,553,63,385,308,254,367,585,442,194,535,257,275,MPLKIP
ENSG00000168306,3,9,0,0,0,5,0,69,177,5,0,3,2,2,227,ACOX2
ENSG00000168309,0,0,0,0,0,0,1,0,0,6,1,2,0,0,4,FAM107A
ENSG00000168310,172,138,10,191,128,35,384,181,296,371,120,413,386,226,379,IRF2
ENSG00000168314,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,MOBP
ENSG00000168329,1,2,0,0,0,0,5,0,0,41,2,24,0,2,1,CX3CR1
ENSG00000168333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPDPFL
ENSG00000168334,2,1,0,0,0,2,1,0,0,0,0,1,2,0,0,XIRP1
ENSG00000168348,8,0,0,1,0,3,2,1,1,14,70,1,0,0,0,INSM2
ENSG00000168350,323,71,11,308,29,105,1097,12,126,867,669,413,217,212,102,DEGS2
ENSG00000168356,0,0,0,1,0,3,1,0,3,22,1,2,5,5,19,SCN11A
ENSG00000168367,0,0,0,0,0,1,0,2,3,0,0,0,1,0,3,LINC00917
ENSG00000168374,1096,563,20,936,179,469,759,1436,7850,1229,877,786,1752,449,6409,ARF4
ENSG00000168385,5225,3440,152,3916,1352,2673,4548,2847,19527,6624,5769,5419,6545,3255,13530,SEPTIN2
ENSG00000168386,531,117,6,246,60,542,151,51,2007,513,256,1014,238,406,6616,FILIP1L
ENSG00000168389,258,581,6,122,23,659,168,8,207,378,314,569,849,311,90,MFSD2A
ENSG00000168393,585,467,17,691,83,482,602,198,1018,1069,1146,605,1351,598,639,DTYMK
ENSG00000168394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAP1
ENSG00000168395,915,593,15,1033,139,971,1002,308,840,1613,1247,1149,1112,816,729,ING5
ENSG00000168397,664,523,9,915,164,438,887,304,1211,1465,992,697,951,512,930,ATG4B
ENSG00000168398,2,7,1,0,1,0,0,114,2146,2,7,0,2,0,5703,BDKRB2
ENSG00000168404,91,141,16,234,64,0,332,104,123,416,515,196,4,18,223,MLKL
ENSG00000168405,49,402,1,42,78,300,1129,20,24,2425,555,2034,191,122,33,CMAHP
ENSG00000168411,1297,879,37,1165,365,1251,1492,407,1157,3839,2689,1911,2051,1035,976,RFWD3
ENSG00000168412,0,0,0,10,0,0,0,0,2,0,2,0,0,0,12,MTNR1A
ENSG00000168418,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,KCNG4
ENSG00000168421,1278,46,119,4351,179,2476,2811,4,5,3517,3470,67,1973,1462,6,RHOH
ENSG00000168427,55,12,0,0,0,0,0,0,4,0,0,0,1,0,9,KLHL30
ENSG00000168434,205,117,0,284,39,135,295,189,568,595,295,190,297,109,706,COG7
ENSG00000168438,842,510,10,822,174,688,690,401,828,1105,1092,465,1091,584,750,CDC40
ENSG00000168439,3180,2574,124,5534,828,1724,2725,948,4591,5019,6714,1493,5367,1649,2661,STIP1
ENSG00000168447,3,0,0,0,0,8,0,0,0,1,0,1,7,2,0,SCNN1B
ENSG00000168453,1,3,0,1,1,3,42,5,201,124,274,1,8,3,380,HR
ENSG00000168454,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,TXNDC2
ENSG00000168461,1,1,0,0,77,0,14,529,950,1,4,3,1,0,826,RAB31
ENSG00000168476,41,130,3,268,27,158,215,90,201,299,342,237,146,137,220,REEP4
ENSG00000168477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TNXB
ENSG00000168481,0,0,0,0,0,0,2,0,1,2,12,0,1,1,0,LGI3
ENSG00000168484,2,0,0,0,0,1,0,1,0,2,1,1,0,1,1,SFTPC
ENSG00000168487,67,151,2,84,4,83,791,711,2843,520,301,374,85,10,2218,BMP1
ENSG00000168488,1344,410,22,868,178,1386,869,574,1107,2666,1297,2314,1251,1396,2681,ATXN2L
ENSG00000168490,1,0,0,1,0,0,4,23,13,1,9,0,0,0,14,PHYHIP
ENSG00000168491,12,0,0,1,0,8,0,17,23,3,6,0,2,518,21,CCDC110
ENSG00000168495,542,418,6,882,73,572,658,479,1350,1192,1176,667,353,284,939,POLR3D
ENSG00000168496,1745,2377,75,2223,451,1553,2362,402,1310,3179,3847,2020,2803,1653,626,FEN1
ENSG00000168497,0,0,0,0,0,0,0,0,683,0,1,0,1,0,1644,CAVIN2
ENSG00000168502,338,27,5,302,3,462,245,590,4320,1535,356,4,242,1043,5626,MTCL1
ENSG00000168505,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,GBX2
ENSG00000168509,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,HJV
ENSG00000168515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCGB1D1
ENSG00000168517,169,85,0,87,8,52,42,68,99,169,83,84,99,77,68,HEXIM2
ENSG00000168522,823,531,18,513,168,846,800,429,921,863,768,1013,590,419,817,FNTA
ENSG00000168528,36,3,0,5,1,282,14,81,556,45,35,0,0,53,1613,SERINC2
ENSG00000168530,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MYL1
ENSG00000168538,424,568,19,745,141,602,901,422,1509,1711,1459,988,1057,575,1337,TRAPPC11
ENSG00000168539,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,CHRM1
ENSG00000168542,65,10,6,1,26,1,0,0,75312,61,92,1424,1,4,71942,COL3A1
ENSG00000168546,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,GFRA2
ENSG00000168556,48,151,1,218,28,96,422,123,215,260,251,188,339,158,175,ING2
ENSG00000168564,206,279,24,546,98,562,691,243,556,840,598,355,660,365,335,CDKN2AIP
ENSG00000168566,562,346,26,1380,142,422,905,180,717,1177,1526,650,532,385,441,SNRNP48
ENSG00000168569,384,203,9,376,58,195,276,311,482,570,556,200,486,269,330,TMEM223
ENSG00000168575,575,175,11,436,61,526,613,421,2704,981,615,498,226,401,3336,SLC20A2
ENSG00000168582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRYGA
ENSG00000168589,0,0,0,0,0,3,0,0,1,3,3,10,0,0,0,DYNLRB2
ENSG00000168591,242,133,4,262,27,202,308,224,831,408,265,281,339,234,663,TMUB2
ENSG00000168594,372,0,0,0,0,77,0,0,0,0,0,0,4,44,0,ADAM29
ENSG00000168610,641,985,32,1584,164,240,4021,884,3501,2642,940,671,1235,332,5586,STAT3
ENSG00000168612,120,45,5,123,15,57,60,64,120,189,100,94,99,67,184,ZSWIM1
ENSG00000168615,808,264,11,784,116,393,864,2858,21119,607,618,1330,530,443,15699,ADAM9
ENSG00000168619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADAM18
ENSG00000168621,0,1,0,0,0,0,0,0,112,0,0,0,0,1,109,GDNF
ENSG00000168630,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,SPINT5P
ENSG00000168631,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,MUCL3
ENSG00000168634,0,0,0,0,0,7,0,12,2,3,0,0,0,0,3,WFDC13
ENSG00000168646,17,23,0,2,7,9,7,9,33,115,76,83,6,13,54,AXIN2
ENSG00000168653,1670,2703,58,3498,457,643,2905,820,7080,3886,4521,2013,4513,1519,1978,NDUFS5
ENSG00000168658,0,0,0,1,0,1,0,1,2,2,0,0,4,0,0,VWA3B
ENSG00000168661,0,109,0,208,20,1,137,26,73,167,326,75,1,5,63,ZNF30
ENSG00000168671,0,0,0,82,0,0,0,0,0,2,0,0,1,0,0,UGT3A2
ENSG00000168672,0,1552,0,5,0,5,1423,274,20,88,300,22,0,159,3,LRATD2
ENSG00000168675,701,97,14,334,7,10,1594,12,4,6149,801,785,21,452,6,LDLRAD4
ENSG00000168676,11,26,1,67,0,4,15,2,14,444,290,71,18,2,27,KCTD19
ENSG00000168679,197,64,4,140,23,253,174,53,600,470,207,190,129,321,397,SLC16A4
ENSG00000168685,421,0,5,94,18,155,1,171,3062,159,26,0,165,9,3106,IL7R
ENSG00000168701,396,248,4,387,35,230,294,184,641,628,584,366,504,233,378,TMEM208
ENSG00000168702,0,1,0,2,0,1,1,0,180,0,0,0,15,1,533,LRP1B
ENSG00000168703,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,WFDC12
ENSG00000168710,738,876,60,1495,233,393,1904,1532,3250,2357,2019,941,1419,417,2550,AHCYL1
ENSG00000168724,1123,820,27,1163,262,832,1244,534,2371,1500,1656,935,2078,879,1579,DNAJC21
ENSG00000168734,950,0,1,151,91,314,300,168,1113,1346,987,0,1095,192,1238,PKIG
ENSG00000168743,0,3,0,33,0,0,1,0,1,5,0,212,2,1,3,NPNT
ENSG00000168746,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,LINC01620
ENSG00000168748,0,0,0,0,0,0,0,5,2,4,7,10,1,0,5,CA7
ENSG00000168754,1,9,0,0,0,1,1,0,0,1,2,0,11,1,0,FAM178B
ENSG00000168757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSPY2
ENSG00000168758,2,609,0,3,82,1,276,216,648,214,189,578,1,2,751,SEMA4C
ENSG00000168763,276,112,10,285,34,247,257,31,166,680,236,314,167,137,325,CNNM3
ENSG00000168765,27,34,5,86,42,23,11,0,198,327,178,31,79,2,329,GSTM4
ENSG00000168769,821,748,23,677,362,4,930,412,1144,1251,553,1575,489,1,1708,TET2
ENSG00000168772,281,4,3,3,73,119,5,19,0,124,84,13,0,0,0,CXXC4
ENSG00000168778,57,45,1,51,17,39,173,44,321,241,125,54,54,26,257,TCTN2
ENSG00000168779,16,0,0,2,0,5,0,235,68,4,29,218,8,48,2,SHOX2
ENSG00000168781,212,131,4,148,44,109,144,38,152,261,271,243,234,184,140,PPIP5K1
ENSG00000168785,6,128,12,360,14,2,358,879,3167,587,169,394,2,4,1963,TSPAN5
ENSG00000168792,408,131,0,139,9,81,287,45,354,293,266,162,166,88,344,ABHD15
ENSG00000168795,628,205,4,403,112,356,326,105,317,1011,514,304,609,349,395,ZBTB5
ENSG00000168802,914,437,19,637,114,402,635,460,1095,1532,875,666,775,397,1298,CHTF8
ENSG00000168803,59,226,5,254,48,188,124,130,212,515,501,358,311,169,289,ADAL
ENSG00000168806,86,524,5,177,78,97,227,57,319,917,594,477,237,110,200,LCMT2
ENSG00000168807,650,172,3,250,56,668,752,725,5518,787,122,894,628,449,4727,SNTB2
ENSG00000168811,0,18,0,0,18,0,1,28,195,2,2,5,0,1,155,IL12A
ENSG00000168813,1158,497,22,1071,257,723,953,503,955,1639,1034,1045,1219,693,1295,ZNF507
ENSG00000168818,569,313,20,632,135,513,587,332,972,753,841,323,683,344,734,STX18
ENSG00000168824,103,4,0,22,6,25,921,4,94,129,283,12,42,30,730,NSG1
ENSG00000168826,97,50,4,125,15,98,158,32,171,192,120,86,66,57,214,ZBTB49
ENSG00000168827,2218,1198,41,2015,424,1549,1382,1059,1767,1366,2631,1323,2123,1725,1239,GFM1
ENSG00000168828,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,OR13J1
ENSG00000168830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HTR1E
ENSG00000168843,0,0,0,0,15,0,0,0,0,0,15,0,54,0,0,FSTL5
ENSG00000168852,11,0,2,16,0,33,7,0,14,82,39,0,3,29,23,Unknown
ENSG00000168872,441,273,15,226,67,288,287,162,482,479,488,332,513,209,367,DDX19A
ENSG00000168874,0,0,0,0,0,0,14,6,241,3,0,0,0,0,441,ATOH8
ENSG00000168875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOX14
ENSG00000168876,292,249,12,388,105,336,568,125,310,709,541,393,377,266,153,ANKRD49
ENSG00000168878,14,2,0,7,3,13,6,5,7,24,14,14,2,5,6,SFTPB
ENSG00000168883,1030,561,30,1334,294,722,1520,388,1474,2582,2395,1043,1763,659,1043,USP39
ENSG00000168884,166,607,2,401,42,220,590,396,959,567,801,482,2624,128,593,TNIP2
ENSG00000168887,359,164,21,367,55,195,483,228,258,754,522,320,256,330,352,C2orf68
ENSG00000168890,24,27,0,17,5,14,52,47,221,44,46,13,16,10,233,TMEM150A
ENSG00000168894,373,425,21,840,129,255,786,384,1418,847,1058,493,805,246,796,RNF181
ENSG00000168899,19,8,0,86,18,1,291,0,697,232,152,28,18,8,709,VAMP5
ENSG00000168903,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,BTNL3
ENSG00000168904,279,134,4,128,52,183,107,84,222,1628,494,284,385,123,291,LRRC28
ENSG00000168906,3703,2798,155,2986,1440,4213,3777,1856,6127,7492,4270,4483,4722,4607,6266,MAT2A
ENSG00000168907,0,1,1,0,0,1,0,0,0,2,4,0,0,1,0,PLA2G4F
ENSG00000168913,0,0,0,0,0,0,0,0,0,60,26,0,0,0,0,ENHO
ENSG00000168916,912,0,0,1,10,902,0,92,1018,2,24,0,1144,666,1619,ZNF608
ENSG00000168917,74,23,4,165,39,28,258,315,340,266,141,287,35,54,557,SLC35G2
ENSG00000168918,2,0,0,2,0,0,1,0,0,2,0,5,4,3,0,INPP5D
ENSG00000168924,2479,1628,38,2826,364,1249,1818,750,2505,3806,3751,1202,3558,1357,1810,LETM1
ENSG00000168925,3,0,0,0,0,0,0,8,29,0,0,0,0,0,23,CTRB1
ENSG00000168928,0,0,0,0,0,0,0,6,15,0,0,0,0,0,9,CTRB2
ENSG00000168930,0,1325,0,1,0,5,0,0,0,0,0,2,12,3,0,TRIM49
ENSG00000168936,514,217,11,359,42,568,384,405,782,752,723,329,573,408,742,TMEM129
ENSG00000168938,0,0,1,0,1,0,0,189,878,4,4,0,0,0,499,PPIC
ENSG00000168939,8,1,0,15,1,0,4,14,31,44,7,2,63,5,74,SPRY3
ENSG00000168944,640,386,27,745,197,639,854,201,1053,1359,808,880,977,430,709,CEP120
ENSG00000168952,720,66,0,205,9,412,0,25,265,23,103,92,152,1611,100,STXBP6
ENSG00000168955,1,0,0,6,0,6,2,0,10,5,2,0,2,1,28,TM4SF20
ENSG00000168958,1023,647,35,1129,366,659,853,620,1872,1459,1387,878,1336,535,1877,MFF
ENSG00000168959,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,GRM5
ENSG00000168961,0,3,4,415,22,18,247,1,7,566,16,32,42,4,44,LGALS9
ENSG00000168967,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,PMCHL1
ENSG00000168970,102,27,0,41,4,26,136,45,77,124,109,87,46,73,124,JMJD7-PLA2G4B
ENSG00000168992,1,0,0,0,0,0,0,0,1,2,0,2,1,0,1,OR7E102P
ENSG00000168993,47,0,0,4,0,108,2,4,0,20,8,0,1,2,3,CPLX1
ENSG00000168994,0,2,0,0,0,0,2,95,1466,31,50,0,0,0,915,PXDC1
ENSG00000168995,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,SIGLEC7
ENSG00000169006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTSR2
ENSG00000169016,676,275,6,582,45,272,392,198,614,786,908,632,799,190,291,E2F6
ENSG00000169018,1405,1074,40,1191,419,1007,1906,749,2471,2275,1330,1178,1042,854,1735,FEM1B
ENSG00000169019,341,445,16,421,42,360,406,176,830,486,697,233,694,288,324,COMMD8
ENSG00000169020,804,2199,37,3279,358,1195,3184,937,3521,2046,3457,1261,7657,2315,1008,ATP5ME
ENSG00000169021,777,1738,57,1875,473,841,1326,486,1579,1655,2251,834,1947,688,965,UQCRFS1
ENSG00000169026,17,40,0,1,5,14,16,24,67,48,28,60,83,65,76,SLC49A3
ENSG00000169031,391,126,0,5,3,330,8,3,6,95,17,382,356,343,23,COL4A3
ENSG00000169032,877,642,26,816,178,977,2131,886,1606,1397,1423,973,1926,920,835,MAP2K1
ENSG00000169035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KLK7
ENSG00000169040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMCHL2
ENSG00000169045,486,670,21,417,246,670,997,208,986,964,560,618,499,549,317,HNRNPH1
ENSG00000169047,364,9,0,161,1,179,41,557,4488,331,334,57,388,395,6253,IRS1
ENSG00000169057,842,105,9,626,106,585,823,252,1103,2432,1192,1297,702,495,1975,MECP2
ENSG00000169059,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,VCX3A
ENSG00000169062,936,479,13,383,155,920,944,561,1640,749,1041,1057,1568,946,1012,UPF3A
ENSG00000169064,0,2,0,0,0,0,0,0,0,2,6,0,12,0,1,ZBBX
ENSG00000169067,0,0,0,0,0,0,0,2,7,0,0,0,0,0,4,ACTBL2
ENSG00000169071,3,0,0,0,0,0,1,3,114,4,4,118,130,4,313,ROR2
ENSG00000169075,14,8,1,19,1,31,48,21,26,102,38,47,41,18,79,Unknown
ENSG00000169083,0,23,0,0,0,0,0,139,69,0,1,2,1,0,441,AR
ENSG00000169084,112,103,0,107,16,157,184,110,591,292,60,189,205,89,591,DHRSX
ENSG00000169085,0,0,0,0,0,3,2,0,18,13,2,7,2,7,21,VXN
ENSG00000169087,183,79,6,187,26,220,203,196,139,467,308,24,258,104,181,HSPBAP1
ENSG00000169093,267,254,1,209,97,223,514,319,408,341,219,272,949,172,472,ASMTL
ENSG00000169100,2633,3299,39,1938,769,3021,3712,2001,4147,2229,1224,4311,5230,687,4230,SLC25A6
ENSG00000169105,71,65,0,99,12,28,77,109,405,267,124,127,144,29,618,CHST14
ENSG00000169116,311,22,0,0,36,0,0,0,15,107,153,16,8,0,12,PARM1
ENSG00000169118,478,516,11,407,86,370,735,368,872,1114,758,908,472,259,1065,CSNK1G1
ENSG00000169122,0,9,0,0,9,0,0,1,67,42,39,79,0,0,18,FAM110B
ENSG00000169126,0,0,0,9,0,0,0,41,78,71,39,0,3,0,88,ODAD2
ENSG00000169129,0,3,3,11,0,1,9,1,1,73,21,4,15,38,33,AFAP1L2
ENSG00000169131,14,103,0,75,26,50,216,57,237,393,141,3,247,72,251,ZNF354A
ENSG00000169136,582,554,2,520,65,271,193,77,339,373,297,206,315,151,354,ATF5
ENSG00000169139,886,531,34,841,201,767,797,386,1100,1427,1460,809,2186,673,809,UBE2V2
ENSG00000169154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOT1L1
ENSG00000169155,133,485,15,374,129,268,526,284,765,951,564,403,393,171,860,ZBTB43
ENSG00000169164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XAGE-4
ENSG00000169169,6,1,0,6,2,14,5,5,637,24,2,4,2,4,651,CPT1C
ENSG00000169174,0,1,0,0,0,1,1,0,2,2,0,0,0,1,53,PCSK9
ENSG00000169180,2301,2019,62,2410,337,1031,1520,847,4601,3315,3420,3289,2678,1768,5761,XPO6
ENSG00000169181,0,0,0,0,0,2,0,0,0,0,3,1,0,1,0,GSG1L
ENSG00000169184,0,0,0,2,0,0,9,2,113,12,18,1,0,0,568,MN1
ENSG00000169188,211,158,2,187,102,159,156,100,187,418,399,313,411,129,222,APEX2
ENSG00000169189,765,257,17,546,75,282,550,256,752,653,885,473,633,271,609,NSMCE1
ENSG00000169193,207,97,1,57,38,228,129,50,270,266,216,180,245,57,152,CCDC126
ENSG00000169194,24,74,0,1,0,13,4,1,0,47,0,2,8,14,1,IL13
ENSG00000169203,23,10,0,15,6,32,21,22,16,69,16,36,25,44,34,NPIPB12
ENSG00000169208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OR10G3
ENSG00000169213,25,1,5,5,4,117,356,1310,15226,153,207,0,2,3,15078,RAB3B
ENSG00000169214,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,OR6F1
ENSG00000169217,1222,714,18,935,118,1281,1123,830,2345,1842,1590,1221,1802,1305,1508,CD2BP2
ENSG00000169218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RSPO1
ENSG00000169220,111,174,7,120,120,205,734,67,27,745,314,82,523,203,34,RGS14
ENSG00000169221,560,251,11,590,100,605,832,262,1154,1459,1028,701,826,520,1144,TBC1D10B
ENSG00000169223,1167,810,17,894,299,761,1362,1018,3631,1619,865,929,1652,657,2408,LMAN2
ENSG00000169224,0,0,0,0,0,0,1492,1,0,10,8,0,0,0,0,GCSAML
ENSG00000169228,47,72,1,41,1,11,124,118,154,89,58,49,171,56,87,RAB24
ENSG00000169230,1237,1072,20,756,430,699,1184,782,1876,1475,889,592,4145,881,967,PRELID1
ENSG00000169231,67,64,4,206,3,43,227,188,980,258,231,133,128,43,1195,THBS3
ENSG00000169239,31,20,0,68,10,18,195,19,158,243,118,86,119,35,245,CA5B
ENSG00000169241,323,213,2,268,48,185,262,338,279,160,363,204,1023,187,215,SLC50A1
ENSG00000169242,11,2,0,9,0,2,29,8,3,87,43,1,3,3,3,EFNA1
ENSG00000169245,4,3,0,1,975,10,0,0,9,1,0,2,107,0,15,CXCL10
ENSG00000169246,6,2,0,25,0,7,5,0,6,1,4,0,5,0,5,NPIPB3
ENSG00000169247,1,0,0,1,0,0,0,493,278,0,0,0,2,1,226,SH3TC2
ENSG00000169248,0,0,0,0,2,2,0,1,0,0,0,1,1,0,0,CXCL11
ENSG00000169249,117,97,5,102,44,125,213,67,368,239,110,132,145,107,221,ZRSR2
ENSG00000169251,1506,1296,50,806,310,962,1119,1772,2712,995,1517,891,1626,902,1693,NMD3
ENSG00000169252,46,5,0,0,0,8,0,0,143,10,48,8,0,2,188,ADRB2
ENSG00000169253,1,4,0,7,0,1,1,1,7,1,9,3,5,0,1,Unknown
ENSG00000169255,2,0,0,1,0,0,0,0,353,2,0,0,0,0,145,B3GALNT1
ENSG00000169258,64,34,0,1,38,302,179,49,344,425,8,39,80,101,554,GPRIN1
ENSG00000169271,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,HSPB3
ENSG00000169282,273,28,2,41,7,31,45,38,164,233,150,136,46,137,244,KCNAB1
ENSG00000169288,499,535,11,420,143,392,474,65,568,541,895,336,627,240,283,MRPL1
ENSG00000169291,0,1077,0,0,0,5,0,0,0,0,0,877,1,1,0,SHE
ENSG00000169297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR0B1
ENSG00000169299,1162,739,29,1346,169,662,811,845,726,1622,2033,1023,1099,917,412,PGM2
ENSG00000169302,0,0,0,0,0,1,0,46,19,0,0,15,3,0,4,STK32A
ENSG00000169306,0,0,0,0,0,0,0,216,119,0,0,0,3,0,93,IL1RAPL1
ENSG00000169313,38,0,0,29,0,2,115,1,1,151,200,54,27,28,0,P2RY12
ENSG00000169314,11,0,0,1,0,1,1,1,10,4,0,3,8,14,8,C22orf15
ENSG00000169325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUSBP12
ENSG00000169327,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,OR5AU1
ENSG00000169330,127,7,0,104,4,16,18,21,118,868,212,64,76,84,115,MINAR1
ENSG00000169340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PDILT
ENSG00000169344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UMOD
ENSG00000169347,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GP2
ENSG00000169359,858,215,16,404,85,380,564,357,1294,843,559,594,647,553,903,SLC33A1
ENSG00000169371,231,248,10,301,45,186,305,106,366,343,530,131,336,133,191,SNUPN
ENSG00000169372,154,84,2,104,10,149,113,70,163,180,260,57,68,33,132,CRADD
ENSG00000169375,1291,853,45,1243,418,1122,1296,600,1077,2954,1657,2414,1226,1263,1975,SIN3A
ENSG00000169379,211,173,7,255,62,137,605,112,321,589,402,225,273,155,245,ARL13B
ENSG00000169385,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,RNASE2
ENSG00000169393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ELSPBP1
ENSG00000169397,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,RNASE3
ENSG00000169398,2135,13,0,1,19,789,19,1118,3456,683,933,6,772,654,4284,PTK2
ENSG00000169402,32,58,3,131,9,23,9,32,188,179,337,30,35,57,21,RSPH10B2
ENSG00000169403,443,2,0,5,36,48,1,1,3,8,2,3,1550,188,6,PTAFR
ENSG00000169410,490,210,10,483,112,425,1020,232,1277,971,613,750,535,378,1421,PTPN9
ENSG00000169413,2,0,0,7,1,3,10,0,0,25,16,0,0,0,0,RNASE6
ENSG00000169418,0,5,0,2,0,0,0,0,0,1,16,0,1,1,1,NPR1
ENSG00000169427,3,45,0,0,0,0,1,0,0,1,17,9,7,0,0,KCNK9
ENSG00000169429,4,11,0,3,0,0,1,562,119,0,0,0,5,0,177,CXCL8
