ID,bl41,C8166,CEM A 301,CEM SS,CEM X 174,DAUDI,HSB2,HT1080,IMR90,JURKAT E6.1,Jurkat tag,MT4,RAJI,RAMOS,WI38,gene_names
ENSG00000000003,0,2,0,0,0,0,64,71,963,0,4,0,0,0,572,TSPAN6
ENSG00000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TNMD
ENSG00000000419,410,655,29,706,415,424,707,535,1021,771,1128,535,888,542,645,DPM1
ENSG00000000457,477,292,13,490,109,475,643,165,470,1630,887,643,604,362,496,SCYL3
ENSG00000000460,593,354,22,808,140,654,826,143,441,2339,1428,885,648,555,317,C1orf112
ENSG00000000938,10,14,0,3,24,1188,8,1,0,74,16,9,2977,134,0,FGR
ENSG00000000971,0,0,2,16,0,0,228,5,971,4,4,1,0,0,2560,CFH
ENSG00000001036,12,2,0,4,8,4,12,334,2766,55,15,174,0,2,2069,FUCA2
ENSG00000001084,769,298,26,987,105,769,635,79,1231,1319,1282,549,491,388,1855,GCLC
ENSG00000001167,454,994,36,1116,186,616,1015,232,1321,3303,1657,586,1238,535,1063,NFYA
ENSG00000001460,131,79,0,19,2,67,144,58,489,50,51,44,266,63,318,STPG1
ENSG00000001461,411,438,3,234,16,241,638,346,5274,1072,877,359,708,271,3876,NIPAL3
ENSG00000001497,1070,762,55,1606,362,987,1044,357,959,1399,2312,885,1406,684,644,LAS1L
ENSG00000001561,455,376,10,348,47,371,283,61,5,768,685,265,443,276,65,ENPP4
ENSG00000001617,0,20,0,118,2,1,59,208,856,17,61,9,1,3,1042,SEMA3F
ENSG00000001626,0,0,0,16,0,1,0,0,34,77,2,1,2,0,88,CFTR
ENSG00000001629,1709,363,24,1474,278,1355,1818,1023,2822,2206,1353,1938,1622,1023,2555,ANKIB1
ENSG00000001630,105,111,0,222,2,292,148,92,392,18,43,257,195,94,146,CYP51A1
ENSG00000001631,1689,202,11,928,107,1182,854,439,1191,1269,1062,1432,1096,1009,1288,KRIT1
ENSG00000002016,405,49,4,378,37,290,218,202,277,547,343,414,323,288,367,RAD52
ENSG00000002079,20,7,0,9,1,15,6,2805,9,28,7,14,16,6,21,MYH16
ENSG00000002330,139,230,3,299,34,103,241,159,764,493,336,160,680,77,412,BAD
ENSG00000002549,1730,1376,16,1135,275,2027,1321,278,2036,1313,2842,929,2774,1256,1031,LAP3
ENSG00000002586,6,152,18,375,97,13,1033,519,2813,2786,1027,525,367,32,2993,CD99
ENSG00000002587,0,0,1,12,5,7,16,2,0,35,10,0,12,0,0,HS3ST1
ENSG00000002726,4,1,1,1,0,24,1,0,0,6,2,0,1,0,9,AOC1
ENSG00000002745,8,0,0,6,1,20,1,10,586,7,0,4,0,5,1023,WNT16
ENSG00000002746,2,68,0,9,0,5,1,13,116,16,1,408,2,2,262,HECW1
ENSG00000002822,1395,602,10,1042,90,1663,1414,244,1333,1567,2165,821,2670,1346,975,MAD1L1
ENSG00000002834,935,408,22,1300,156,859,1910,1032,10893,2574,1218,1192,1823,665,10857,LASP1
ENSG00000002919,303,1119,6,198,147,177,366,115,440,526,466,255,2105,120,327,SNX11
ENSG00000002933,0,0,0,0,0,8,0,0,3,1,0,0,0,0,533,TMEM176A
ENSG00000003056,2323,925,69,3403,727,1632,1738,2502,2955,2914,2151,1997,3927,1152,1520,M6PR
ENSG00000003096,135,97,6,336,41,1,0,0,225,1,0,2,2,0,297,KLHL13
ENSG00000003137,0,3,0,70,0,0,104,0,0,397,121,0,1,0,23,CYP26B1
ENSG00000003147,1,65,12,41,20,1,9,0,1,94,277,159,321,0,0,ICA1
ENSG00000003249,3,1,0,13,18,0,35,38,181,6,44,13,3,0,262,DBNDD1
ENSG00000003393,207,229,20,791,104,160,742,374,2109,1006,674,235,634,55,1778,ALS2
ENSG00000003400,4,17,8,121,27,6,1059,40,4,420,269,122,6,9,25,CASP10
ENSG00000003402,787,2229,17,284,488,555,3750,258,2868,1910,1471,2712,2362,705,3927,CFLAR
ENSG00000003436,1,7,21,766,24,1,2,0,3789,25,19,245,21,0,6544,TFPI
ENSG00000003509,424,311,8,560,126,521,482,301,592,324,382,587,1053,729,525,NDUFAF7
ENSG00000003756,1492,1001,37,1137,248,1485,1752,701,2930,2614,1824,2274,1778,1350,3562,RBM5
ENSG00000003987,87,37,4,143,16,90,144,39,148,316,84,202,69,100,198,MTMR7
ENSG00000003989,3,1325,0,0,0,3,0,229,1900,0,5,0,0,2,2827,SLC7A2
ENSG00000004059,827,218,16,817,82,545,737,261,1197,1096,1022,547,631,356,720,ARF5
ENSG00000004139,391,185,1,28,72,47,348,74,585,218,230,454,271,386,857,SARM1
ENSG00000004142,1549,587,24,1256,151,1054,926,394,2237,1946,2531,812,2644,729,1604,POLDIP2
ENSG00000004399,361,7,7,410,0,21,433,163,1487,229,504,205,4,26,1923,PLXND1
ENSG00000004455,4611,2695,101,3710,773,3044,3210,1083,2052,5069,6002,1996,6259,2522,1012,AK2
ENSG00000004468,3552,2,4,1210,1,3575,879,6,4,880,142,49,247,3194,5,CD38
ENSG00000004478,2657,2187,81,5360,426,1263,2386,657,1760,3621,5507,1375,7767,1345,992,FKBP4
ENSG00000004487,3013,1700,102,3865,372,877,2866,867,2840,6616,5673,1366,3339,1042,2295,KDM1A
ENSG00000004534,1897,1145,52,1631,376,4963,2057,778,2839,2045,1939,1993,3087,2384,2717,RBM6
ENSG00000004660,10,21,0,230,0,107,153,274,206,250,470,116,46,3,71,CAMKK1
ENSG00000004700,1027,2658,33,805,682,949,2686,1242,3264,1388,1390,3750,1948,1218,1556,RECQL
ENSG00000004766,837,148,11,572,94,727,658,268,984,873,767,607,967,555,671,VPS50
ENSG00000004776,14,3,0,4,0,4,6,11,218,0,10,1,2,4,439,HSPB6
ENSG00000004777,75,37,0,148,9,101,93,0,95,377,181,227,79,132,179,ARHGAP33
ENSG00000004779,1030,1398,49,1520,251,757,1177,526,1426,1438,1996,966,2377,753,634,NDUFAB1
ENSG00000004799,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,PDK4
ENSG00000004809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLC22A16
ENSG00000004838,13,14,0,28,1,16,77,4,12,80,40,90,10,29,5,ZMYND10
ENSG00000004846,0,0,0,0,0,0,0,0,0,0,4,0,3,1,1,ABCB5
ENSG00000004848,0,0,0,0,0,3,3,0,0,2,3,1,0,3,0,ARX
ENSG00000004864,499,184,1,179,50,200,42,189,440,206,131,171,748,457,480,SLC25A13
ENSG00000004866,434,258,9,397,173,374,6,117,525,186,172,3236,307,123,543,ST7
ENSG00000004897,1514,1511,46,1686,500,2156,1737,789,4441,3828,4126,1864,3216,1367,3282,CDC27
ENSG00000004939,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,SLC4A1
ENSG00000004948,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CALCR
ENSG00000004961,223,235,12,288,124,166,271,230,682,296,373,227,491,161,363,HCCS
ENSG00000004975,254,352,13,856,61,564,998,389,1105,1452,1576,744,1325,275,923,DVL2
ENSG00000005001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRSS22
ENSG00000005007,3089,1096,34,2592,308,2010,2070,858,2933,4050,3709,1583,2322,1982,2118,UPF1
ENSG00000005020,270,21,0,1,90,465,0,435,648,3,1,56,1649,501,787,SKAP2
ENSG00000005022,2279,2439,128,5004,1382,3033,3394,1640,2261,4832,4677,4591,5888,1975,1560,SLC25A5
ENSG00000005059,388,79,12,762,66,1205,921,145,370,1279,1379,176,905,533,260,MCUB
ENSG00000005073,0,0,0,0,0,0,0,0,0,0,27,34,0,2,4,HOXA11
ENSG00000005075,735,91,10,567,84,403,434,173,583,518,745,411,499,453,306,POLR2J
ENSG00000005100,810,600,13,1127,180,1013,560,256,849,1407,1054,787,1684,374,672,DHX33
ENSG00000005102,1,1,0,0,67,0,0,0,5,0,4,528,1,1,0,MEOX1
ENSG00000005108,271,30,3,24,2,1557,0,1,8,2,13,1,22,0,20,THSD7A
ENSG00000005156,2193,322,27,1180,271,828,884,378,1213,3869,2377,1393,1407,988,1551,LIG3
ENSG00000005175,1005,673,29,735,155,942,849,168,963,1406,1404,1133,1393,851,682,RPAP3
ENSG00000005187,474,82,0,145,9,32,15,34,68,9,5,58,146,66,33,ACSM3
ENSG00000005189,91,105,0,309,32,176,47,106,184,16,1,345,268,203,98,REXO5
ENSG00000005194,1103,749,32,834,172,409,697,220,1173,1129,1681,722,1830,369,734,CIAPIN1
ENSG00000005206,695,93,4,588,33,795,467,224,557,1284,1013,410,464,825,643,SPPL2B
ENSG00000005238,43,18,1,52,6,29,167,201,657,177,144,36,71,51,535,ATOSB
ENSG00000005243,34,0,0,0,0,2,1,67,1061,2,47,1,8,5,674,COPZ2
ENSG00000005249,2055,3,1,10,1,1541,192,55,211,264,107,9,147,2104,223,PRKAR2B
ENSG00000005302,279,1442,9,252,151,298,457,196,521,795,631,1431,371,236,477,MSL3
ENSG00000005339,1287,226,19,790,232,1048,627,344,1682,1526,601,1229,853,699,4335,CREBBP
ENSG00000005379,280,114,14,663,23,921,995,190,41,1848,481,423,99,199,71,TSPOAP1
ENSG00000005381,2,122,0,0,0,1,1,0,0,1,0,191,0,0,0,MPO
ENSG00000005421,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,PON1
ENSG00000005436,1009,567,31,902,196,488,398,231,741,1355,1311,735,799,476,682,GCFC2
ENSG00000005448,133,270,7,466,69,172,498,352,215,634,491,426,580,192,148,WDR54
ENSG00000005469,263,194,2,220,22,361,62,50,856,293,268,283,244,165,1305,CROT
ENSG00000005471,35,29,0,50,5,1236,2,2,6,13,13,9,889,50,4,ABCB4
ENSG00000005483,3165,324,37,1803,269,1220,1959,622,2119,3409,1202,3347,1618,1387,3156,KMT2E
ENSG00000005486,135,99,10,241,26,107,254,42,342,417,294,284,468,88,540,RHBDD2
ENSG00000005513,0,6,0,7,0,0,36,0,8,11,25,0,0,1,3,SOX8
ENSG00000005700,101,78,0,70,2,53,98,78,90,64,44,197,131,74,61,IBTK
ENSG00000005801,1482,674,31,1064,144,792,1129,161,528,2143,1195,925,1628,690,704,ZNF195
ENSG00000005810,6650,4409,179,5618,1825,6019,5873,2235,6087,7876,4861,7844,14513,14997,6850,MYCBP2
ENSG00000005812,824,613,25,786,179,492,1301,804,2295,1347,1055,1340,971,1276,1442,FBXL3
ENSG00000005844,427,1958,11,72,36,822,7637,2,1,2950,427,4103,460,1875,3,ITGAL
ENSG00000005882,109,25,1,75,9,81,74,13,424,211,208,145,49,59,535,PDK2
ENSG00000005884,135,47,5,48,5,1,859,12269,7293,290,392,72,5,93,3434,ITGA3
ENSG00000005889,1012,491,29,864,239,833,1084,444,2646,1321,1020,905,958,561,2523,ZFX
ENSG00000005893,1575,292,39,1158,177,811,785,868,4466,2035,1182,612,1189,607,3096,LAMP2
ENSG00000005961,1,1,0,3,0,4,18,1,3,31,27,20,4,1,16,ITGA2B
ENSG00000005981,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,ASB4
ENSG00000006007,543,374,8,765,140,527,544,450,2190,957,1083,580,1058,366,2200,GDE1
ENSG00000006015,530,223,10,288,39,372,494,156,542,501,455,395,441,391,383,REX1BD
ENSG00000006016,216,113,1,103,12,142,116,70,113,123,143,77,204,107,131,CRLF1
ENSG00000006025,207,38,2,208,27,286,288,202,257,395,278,320,287,257,233,OSBPL7
ENSG00000006042,4,0,0,0,0,0,6,19,2464,197,317,7,0,0,1804,TMEM98
ENSG00000006047,6,0,6,376,0,0,75,1,0,269,460,0,2,0,2,YBX2
ENSG00000006059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,KRT33A
ENSG00000006062,223,360,1,139,82,218,224,498,375,358,187,733,768,208,588,MAP3K14
ENSG00000006071,0,0,0,0,0,0,147,0,0,0,0,3,2,0,0,ABCC8
ENSG00000006116,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,CACNG3
ENSG00000006118,13,10,0,4,3,55,31,819,2399,232,208,185,47,73,1388,TMEM132A
ENSG00000006125,1965,977,62,1821,303,865,2195,1304,5930,4371,2669,2054,2166,832,8172,AP2B1
ENSG00000006128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAC1
ENSG00000006194,557,459,27,1054,157,915,941,439,1045,1799,1104,855,1284,483,716,ZNF263
ENSG00000006210,0,154,0,0,0,0,0,0,7,0,1,0,1,0,3,CX3CL1
ENSG00000006282,47,42,0,50,53,293,123,369,883,205,192,811,0,19,1459,SPATA20
ENSG00000006283,1,0,0,1,0,0,20,0,5,0,4,0,2,0,14,CACNA1G
ENSG00000006327,24,24,2,36,6,9,313,1384,7354,56,76,53,254,11,2539,TNFRSF12A
ENSG00000006377,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,DLX6
ENSG00000006432,270,7,0,244,19,371,619,428,18,1011,636,0,292,255,15,MAP3K9
ENSG00000006451,437,305,8,469,102,337,460,414,1592,833,562,243,1759,297,1260,RALA
ENSG00000006453,39,81,0,17,54,151,19,220,229,105,10,905,20,10,392,BAIAP2L1
ENSG00000006459,1230,123,19,345,13,65,496,126,244,734,489,259,177,126,400,KDM7A
ENSG00000006468,1,54,0,2,33,0,0,261,444,11,3,451,2,1,726,ETV1
ENSG00000006530,153,118,13,367,72,320,308,101,288,470,283,344,455,77,288,AGK
ENSG00000006534,25,9,0,17,2,38,11,227,435,58,19,4,62,19,611,ALDH3B1
ENSG00000006555,0,45,0,0,0,1,0,0,0,0,0,31,0,0,0,TTC22
ENSG00000006576,1648,330,10,621,97,1285,1012,194,2776,1181,612,1138,1260,1391,1692,PHTF2
ENSG00000006606,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,CCL26
ENSG00000006607,672,1000,11,979,184,733,683,298,1342,1577,1869,1979,1764,1157,1275,FARP2
ENSG00000006611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USH1C
ENSG00000006625,450,463,29,855,84,578,389,136,271,491,891,466,1322,365,122,GGCT
ENSG00000006634,1993,423,19,1842,214,1564,941,153,462,1787,2536,1736,1981,1532,377,DBF4
ENSG00000006638,0,0,0,2,0,0,0,0,16,0,0,1,0,0,48,TBXA2R
ENSG00000006652,1527,515,37,1281,128,582,773,672,1486,1079,900,1022,1289,665,1415,IFRD1
ENSG00000006659,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,LGALS14
ENSG00000006695,136,220,5,455,68,292,240,117,273,446,452,273,475,130,281,COX10
ENSG00000006704,1,0,3,37,9,76,51,223,424,225,203,98,1,1,699,GTF2IRD1
ENSG00000006712,438,530,22,844,165,407,634,387,1824,518,1029,224,863,363,1076,PAF1
ENSG00000006715,741,741,21,1012,249,730,837,448,2508,1396,1346,859,2224,224,1701,VPS41
ENSG00000006740,141,57,0,51,35,140,50,4,69,244,267,99,197,19,42,ARHGAP44
ENSG00000006744,744,2054,66,1901,353,1692,1394,575,1870,2613,3430,1906,2604,566,1396,ELAC2
ENSG00000006747,1,0,0,1,0,1,1,633,7,1,0,4,0,0,2,SCIN
ENSG00000006756,1,1,1,0,0,0,0,83,410,0,0,0,0,0,579,ARSD
ENSG00000006757,3,0,0,0,11,54,1,78,123,0,0,0,108,60,113,PNPLA4
ENSG00000006788,0,0,0,1,0,1,1,138,0,1,7,0,4,0,3,MYH13
ENSG00000006831,1817,699,30,1920,307,784,1143,722,1754,2336,1598,1630,1556,1106,1637,ADIPOR2
ENSG00000006837,19,7,0,11,4,25,20,8,26,24,33,10,12,7,26,CDKL3
ENSG00000007001,0,0,0,0,0,1,0,1,0,3,1,0,2,0,1,UPP2
ENSG00000007038,1,0,0,1317,0,3,1,0,0,0,842,0,0,0,0,PRSS21
ENSG00000007047,167,96,4,135,18,69,219,141,404,473,182,172,173,54,857,MARK4
ENSG00000007062,1,2,0,0,0,4,0,0,0,9,0,1,16,0,0,PROM1
ENSG00000007080,478,472,19,624,184,262,422,276,809,581,656,199,952,232,544,CCDC124
ENSG00000007129,64,0,0,3,0,2,12,0,0,2,0,0,6,8,0,CEACAM21
ENSG00000007168,1003,1286,53,1687,290,1674,2546,1061,5505,4369,2755,2191,2551,809,5118,PAFAH1B1
ENSG00000007171,0,30,0,3,0,0,0,0,0,2,1,1,2,0,0,NOS2
ENSG00000007174,1,1,0,0,0,2,15,0,0,19,8,3,3,1,2,DNAH9
ENSG00000007202,6065,2623,144,5209,781,4268,4416,2606,7647,4891,7350,3828,9774,4502,7741,BLTP2
ENSG00000007216,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,SLC13A2
ENSG00000007237,8,142,43,1547,1,93,816,1,737,4798,1423,111,932,0,1236,GAS7
ENSG00000007255,312,38,0,189,10,269,203,21,45,313,316,112,247,150,25,TRAPPC6A
ENSG00000007264,0,0,18,1,0,1,1130,0,0,4,547,0,0,1,1,MATK
ENSG00000007306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CEACAM7
ENSG00000007312,16636,6,1,203,86,6414,15,7,8,5,7,2,12832,4432,1,CD79B
ENSG00000007314,251,0,0,34,1,37,0,0,0,0,2,0,108,42,0,SCN4A
ENSG00000007341,255,85,6,214,21,178,184,187,504,580,470,295,214,140,612,ST7L
ENSG00000007350,1,0,0,18,0,0,1,0,0,76,192,0,1,1,3,TKTL1
ENSG00000007372,173,32,2,92,3,36,19,20,11,244,96,23,15,35,10,PAX6
ENSG00000007376,350,211,14,530,73,309,317,112,449,461,521,255,966,236,257,RPUSD1
ENSG00000007384,41,5,0,7,2,26,17,358,1336,21,17,12,11,3,2007,RHBDF1
ENSG00000007392,847,745,40,762,139,793,1502,474,1457,2120,1669,1565,1070,367,1428,LUC7L
ENSG00000007402,22,2,0,1,0,12,42,9,13,75,74,5,8,6,15,CACNA2D2
ENSG00000007516,101,177,6,277,16,102,240,95,448,228,415,197,395,77,181,BAIAP3
ENSG00000007520,228,389,25,677,74,240,501,225,1109,601,840,386,993,141,558,TSR3
ENSG00000007541,135,116,1,223,19,241,195,96,357,618,277,265,247,67,411,PIGQ
ENSG00000007545,331,111,8,262,51,155,305,107,387,590,399,355,257,145,592,CRAMP1
ENSG00000007866,69,22,0,15,2,48,16,70,786,76,52,26,27,22,1611,TEAD3
ENSG00000007908,0,0,1,0,0,0,0,0,0,6,2,0,0,4,0,SELE
ENSG00000007923,942,600,8,589,211,1041,1130,229,1763,1481,1787,576,2872,851,1407,DNAJC11
ENSG00000007933,6,16,0,0,0,258,0,0,40,1,1,0,3,252,43,FMO3
ENSG00000007944,182,167,0,329,68,429,528,91,153,179,190,828,991,142,379,MYLIP
ENSG00000007952,23,15,2,10,1,8,12,2,7,34,22,4,13,8,4,NOX1
ENSG00000007968,8,0,0,6,0,3,6,0,0,4,3,0,4,4,0,E2F2
ENSG00000008018,2840,5112,38,3485,392,1683,2832,1966,4671,3576,4307,2526,4501,2207,2718,PSMB1
ENSG00000008056,17,12,0,10,0,16,20,6,27,50,23,22,7,19,31,SYN1
ENSG00000008083,376,477,38,1422,141,130,1738,691,689,4026,1102,1120,237,289,932,JARID2
ENSG00000008086,8,17,1,49,181,102,62,30,623,242,97,3,266,25,918,CDKL5
ENSG00000008118,0,0,0,0,0,0,0,15,18,0,0,0,1,1,21,CAMK1G
ENSG00000008128,30,22,0,54,8,29,35,28,28,55,36,24,44,20,54,CDK11A
ENSG00000008130,2045,189,7,849,77,840,433,183,907,1123,1119,371,1812,1118,895,NADK
ENSG00000008196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TFAP2B
ENSG00000008197,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,TFAP2D
ENSG00000008226,124,178,15,292,60,56,394,45,391,388,328,174,235,98,219,DLEC1
ENSG00000008256,345,31,2,109,238,227,228,382,1595,467,314,28,504,10,1893,CYTH3
ENSG00000008277,1288,181,21,1224,194,229,566,196,10,1582,1116,1706,1208,632,12,ADAM22
ENSG00000008282,2359,66,29,1082,108,1300,1149,367,1579,1659,1430,357,1343,1642,1283,SYPL1
ENSG00000008283,1,605,0,6,1,1,35,14,263,8,2,333,1,11,334,CYB561
ENSG00000008294,2420,475,18,1268,225,1743,2290,1190,5125,2923,2965,1633,2922,1976,4073,SPAG9
ENSG00000008300,430,116,19,1260,26,145,76,688,111,1647,927,1781,516,145,344,CELSR3
ENSG00000008311,1,95,5,395,29,1,0,264,777,418,388,18,1,0,894,AASS
ENSG00000008323,11,166,0,20,4,9,32,15,37,90,35,5,4,10,172,PLEKHG6
ENSG00000008324,339,359,8,409,64,343,458,107,396,438,546,614,832,318,172,SS18L2
ENSG00000008382,114,42,2,123,11,59,199,23,137,305,239,100,121,98,136,MPND
ENSG00000008394,461,0,0,0,21,0,0,49,1492,0,2,0,0,190,2096,MGST1
ENSG00000008405,1,161,25,486,103,1,528,196,699,884,649,253,2,0,625,CRY1
ENSG00000008438,15,1,0,24,2,14,9,3,10,41,35,24,11,10,9,PGLYRP1
ENSG00000008441,45,1,0,197,3,18,99,274,1445,124,49,46,5,19,3215,NFIX
ENSG00000008513,323,13,17,818,12,60,2179,387,3005,1467,340,1310,148,52,6399,ST3GAL1
ENSG00000008516,47,3,1,71,0,60,387,29,20,238,52,44,63,35,76,MMP25
ENSG00000008517,13,130,60,2738,142,2,7621,86,279,1402,9,4,2026,4,39,IL32
ENSG00000008710,903,274,5,1030,63,1144,1264,858,3542,2039,1201,1652,1245,1011,5156,PKD1
ENSG00000008735,26,1,0,11,0,17,2,1,11,17,34,16,21,8,8,MAPK8IP2
ENSG00000008838,1030,489,20,731,122,631,642,202,994,1197,1246,728,1022,522,1174,MED24
ENSG00000008853,2223,190,9,322,38,1662,358,364,809,490,346,407,690,482,754,RHOBTB2
ENSG00000008869,703,450,18,691,253,620,1025,425,1247,723,565,898,1642,623,1042,HEATR5B
ENSG00000008952,4457,1347,44,1126,250,1704,1161,1137,4644,1416,676,2042,2005,2609,3114,SEC62
ENSG00000008988,9382,11978,248,9577,2405,13169,11144,7258,14249,12335,16762,16927,27408,5956,7070,RPS20
ENSG00000009307,8594,6935,259,8273,1625,5347,8745,5357,23053,15094,17025,6815,12526,5584,15823,CSDE1
ENSG00000009335,3195,1050,71,2566,358,2103,2526,1192,4887,3880,3118,3478,2869,2275,3597,UBE3C
ENSG00000009413,2420,1083,59,1617,408,2143,1489,563,2799,2990,1354,3015,3002,2041,6022,REV3L
ENSG00000009694,0,1215,11,99,0,245,57,4,51,1354,529,5984,24,4,21,TENM1
ENSG00000009709,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,PAX7
ENSG00000009724,74,49,4,44,17,124,48,24,63,129,72,94,110,69,77,MASP2
ENSG00000009765,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,IYD
ENSG00000009780,275,60,4,172,15,214,265,36,214,430,333,133,335,134,243,FAM76A
ENSG00000009790,104,303,22,785,210,188,1171,40,37,2320,1895,880,652,311,22,TRAF3IP3
ENSG00000009830,105,106,2,206,23,143,196,146,499,424,284,197,249,139,546,POMT2
ENSG00000009844,774,935,43,846,147,498,749,425,1485,1383,1179,536,1253,521,1092,VTA1
ENSG00000009950,0,0,0,0,0,1,0,0,0,0,17,5,1,1,0,MLXIPL
ENSG00000009954,5414,2061,131,5525,907,4968,4725,761,5074,7127,5950,5283,4858,4167,4937,BAZ1B
ENSG00000010017,896,349,20,566,112,392,1103,216,1406,2083,1334,839,780,383,1471,RANBP9
ENSG00000010030,0,2,0,1,0,0,1,0,3,0,0,0,28,0,14,ETV7
ENSG00000010072,404,315,13,420,50,267,533,147,588,831,696,253,454,312,403,SPRTN
ENSG00000010165,563,536,16,885,110,526,674,334,1030,871,1603,416,1232,409,858,METTL13
ENSG00000010219,115,113,7,278,41,152,265,92,377,569,466,157,195,54,151,DYRK4
ENSG00000010244,3662,2022,79,3545,692,3233,4452,1457,4112,7444,4522,4302,3458,3298,3876,ZNF207
ENSG00000010256,1437,2125,61,2737,423,974,2941,1362,4719,3509,3913,2161,3843,965,2926,UQCRC1
ENSG00000010270,366,298,15,686,301,264,942,353,1312,1116,1140,203,945,188,820,STARD3NL
ENSG00000010278,142,2104,0,0,1,15,51,0,2264,11,272,177,0,0,1443,CD9
ENSG00000010282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HHATL
ENSG00000010292,1919,1568,86,5299,504,2373,2323,1454,2263,3995,4387,5469,2762,2939,2224,NCAPD2
ENSG00000010295,304,68,5,299,17,120,219,111,708,488,352,243,211,195,810,IFFO1
ENSG00000010310,24,14,0,85,16,77,41,2,29,98,60,50,10,73,29,GIPR
ENSG00000010318,82,24,1,223,30,93,181,20,41,580,575,183,112,91,33,PHF7
ENSG00000010319,17,65,0,220,1,61,12,3,0,183,324,42,94,0,3,SEMA3G
ENSG00000010322,1047,1023,19,1295,180,810,1707,451,3325,2629,2034,2605,1330,642,3370,NISCH
ENSG00000010327,61,41,0,92,7,46,21,9,173,85,79,54,72,33,67,STAB1
ENSG00000010361,207,163,10,618,20,49,305,304,317,692,807,192,358,156,257,FUZ
ENSG00000010379,1,0,0,1,0,1,6,7,1,23,2,0,4,2,11,SLC6A13
ENSG00000010404,595,199,8,179,63,377,341,430,770,646,301,840,1765,353,1256,IDS
ENSG00000010438,4,1,0,0,0,1,3,4,47,4,0,2,0,1,13,PRSS3
ENSG00000010539,262,179,11,535,57,162,315,67,252,572,237,372,414,124,214,ZNF200
ENSG00000010610,73,440,20,1262,414,3,2,7,488,187,52,2469,2,1,1122,CD4
ENSG00000010626,82,12,1,54,5,64,64,30,140,141,206,47,86,61,117,LRRC23
ENSG00000010671,2645,379,1,14,149,1928,2,1,3,4,3,3,2442,1208,0,BTK
ENSG00000010704,2,96,0,5,7,5,25,112,436,1,2,3,3,0,388,HFE
ENSG00000010803,928,132,6,730,96,865,287,248,663,1473,1055,142,776,375,1069,SCMH1
ENSG00000010810,188,226,15,568,178,277,1371,498,826,1785,1369,1155,996,437,772,FYN
ENSG00000010818,1053,262,17,554,249,676,905,849,963,1674,82,583,726,999,1293,HIVEP2
ENSG00000010932,2,0,0,4,0,16,1,0,0,0,2,0,3,12,1,FMO1
ENSG00000011007,1096,616,25,891,267,283,674,467,1871,1375,1335,498,2047,373,1826,ELOA
ENSG00000011009,522,383,8,426,73,325,556,494,924,801,664,500,1371,296,513,LYPLA2
ENSG00000011021,798,118,4,266,29,573,355,204,454,628,398,347,520,436,1039,CLCN6
ENSG00000011028,3,260,8,276,7,4,1732,2469,15006,515,750,1201,2,2,10076,MRC2
ENSG00000011052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NME1-NME2
ENSG00000011083,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,SLC6A7
ENSG00000011105,28,22,0,28,0,2,607,991,1331,102,48,157,39,5,1466,TSPAN9
ENSG00000011114,695,10,1,61,3,39,17,24,127,135,35,28,45,14,65,BTBD7
ENSG00000011132,216,166,1,155,24,100,164,102,253,272,290,117,254,129,166,APBA3
ENSG00000011143,34,205,3,303,43,4,225,66,217,562,639,196,0,28,165,MKS1
ENSG00000011198,145,194,6,158,34,115,135,121,748,350,304,183,129,36,637,ABHD5
ENSG00000011201,1,0,0,0,3,0,0,184,6,0,0,0,0,0,1,ANOS1
ENSG00000011243,801,688,15,864,165,655,1383,537,1375,1305,1564,1000,1037,747,1194,AKAP8L
ENSG00000011258,844,299,22,1188,90,868,1232,413,541,2206,1220,776,780,738,665,MBTD1
ENSG00000011260,1315,1178,61,1342,214,1014,1680,506,1106,1994,3112,928,1681,950,687,UTP18
ENSG00000011275,1450,357,35,1521,244,907,1512,667,2059,1942,2087,1053,1834,590,2544,RNF216
ENSG00000011295,503,516,42,1077,289,778,1255,4302,997,2021,1964,865,1186,260,1067,TTC19
